WGTP,PWGTP,HINCP,PINCP,OCPIP,TAXAMT,RNTP,AGEP,GRPIP,TEN,SEX,RACAIAN,RACASN,RACWHT,RACBLK,PUMA,ST,PUMA_NAME
68,44,159600,-19999,0,-1,500,3,7,3,2,0,0,1,0,01100,37,Johnston County
68,88,159600,4000,0,-1,500,22,7,3,2,0,0,1,0,01100,37,Johnston County
78,78,57000,40000,12,0,0,31,0,1,1,0,0,1,0,01100,37,Johnston County
78,95,57000,17000,12,0,0,35,0,1,2,0,0,1,0,01100,37,Johnston County
217,217,73400,35000,19,0,0,57,0,1,2,0,0,0,1,01100,37,Johnston County
217,363,73400,38400,19,0,0,32,0,1,1,0,0,0,1,01100,37,Johnston County
217,362,73400,0,19,0,0,30,0,1,2,0,0,0,1,01100,37,Johnston County
186,186,204000,120000,14,4550,0,45,0,1,1,0,0,1,0,01100,37,Johnston County
186,249,204000,84000,14,4550,0,48,0,1,2,0,0,1,0,01100,37,Johnston County
186,117,204000,0,14,4550,0,15,0,1,1,0,0,1,0,01100,37,Johnston County
186,202,204000,-19999,14,4550,0,13,0,1,2,0,0,1,0,01100,37,Johnston County
34,34,34300,34300,33,1550,0,68,0,1,2,0,0,1,0,01100,37,Johnston County
54,54,99000,50000,18,1550,0,22,0,1,1,0,0,1,0,01100,37,Johnston County
54,130,99000,49000,18,1550,0,26,0,1,2,0,0,1,0,01100,37,Johnston County
250,251,83230,78000,28,4050,0,60,0,1,2,0,0,0,1,01100,37,Johnston County
250,284,83230,5230,28,4050,0,21,0,1,2,0,0,0,1,01100,37,Johnston County
81,81,88600,88600,4,1350,0,72,0,2,2,0,0,1,0,01100,37,Johnston County
33,32,41000,41000,6,0,0,27,0,2,2,0,0,1,0,01100,37,Johnston County
33,19,41000,0,6,0,0,39,0,2,1,0,0,1,0,01100,37,Johnston County
33,24,41000,-19999,6,0,0,11,0,2,2,0,0,1,0,01100,37,Johnston County
33,18,41000,-19999,6,0,0,7,0,2,1,0,0,1,0,01100,37,Johnston County
33,20,41000,-19999,6,0,0,2,0,2,1,0,0,1,0,01100,37,Johnston County
25,24,57400,17400,35,2550,0,58,0,1,2,0,0,1,0,01100,37,Johnston County
25,26,57400,40000,35,2550,0,62,0,1,1,0,0,1,0,01100,37,Johnston County
176,176,95500,48600,22,1050,0,72,0,1,1,0,0,1,0,01100,37,Johnston County
176,207,95500,10900,22,1050,0,62,0,1,2,0,0,1,0,01100,37,Johnston County
176,253,95500,36000,22,1050,0,22,0,1,2,0,0,1,0,01100,37,Johnston County
176,127,95500,-19999,22,1050,0,1,0,1,2,0,0,1,1,01100,37,Johnston County
1125,1124,67000,67000,11,2850,0,37,0,2,1,0,0,1,0,01100,37,Johnston County
1125,1040,67000,0,11,2850,0,37,0,2,2,0,0,1,0,01100,37,Johnston County
1125,930,67000,-19999,11,2850,0,2,0,2,2,0,0,1,0,01100,37,Johnston County
395,395,155000,90000,20,2450,0,32,0,1,1,0,0,0,1,01100,37,Johnston County
395,414,155000,65000,20,2450,0,32,0,1,2,0,0,0,1,01100,37,Johnston County
140,141,147000,107000,6,1550,0,47,0,1,2,0,0,1,0,01100,37,Johnston County
140,105,147000,40000,6,1550,0,44,0,1,1,0,0,1,0,01100,37,Johnston County
140,93,147000,-19999,6,1550,0,14,0,1,1,0,0,1,0,01100,37,Johnston County
140,87,147000,0,6,1550,0,15,0,1,2,0,0,1,0,01100,37,Johnston County
39,39,13700,13700,0,-1,170,66,28,3,2,0,0,0,1,01100,37,Johnston County
147,146,52300,34500,20,6500,0,74,0,2,1,0,0,1,0,01100,37,Johnston County
147,134,52300,17800,20,6500,0,72,0,2,2,0,0,1,0,01100,37,Johnston County
24,25,47730,30330,9,1050,0,64,0,2,1,0,0,1,0,01100,37,Johnston County
24,27,47730,17400,9,1050,0,63,0,2,2,0,0,1,0,01100,37,Johnston County
101,101,42100,19200,16,2050,0,75,0,2,2,0,0,1,0,01100,37,Johnston County
101,102,42100,22900,16,2050,0,75,0,2,1,0,0,1,0,01100,37,Johnston County
97,96,86000,33000,13,925,0,48,0,1,1,0,0,1,0,01100,37,Johnston County
97,82,86000,42000,13,925,0,42,0,1,2,0,0,1,0,01100,37,Johnston County
97,144,86000,11000,13,925,0,21,0,1,2,0,0,1,0,01100,37,Johnston County
97,80,86000,0,13,925,0,18,0,1,1,0,0,1,0,01100,37,Johnston County
49,49,117600,37000,4,725,0,40,0,2,2,1,0,0,1,01100,37,Johnston County
49,82,117600,1000,4,725,0,18,0,2,1,1,0,0,1,01100,37,Johnston County
49,69,117600,200,4,725,0,16,0,2,1,1,0,0,1,01100,37,Johnston County
49,79,117600,78000,4,725,0,31,0,2,1,1,0,0,1,01100,37,Johnston County
49,79,117600,1400,4,725,0,62,0,2,2,1,0,0,1,01100,37,Johnston County
149,149,11300,11300,0,-1,630,39,84,3,2,0,0,1,0,01100,37,Johnston County
261,261,10600,10600,0,-1,200,68,28,3,1,0,0,0,1,01100,37,Johnston County
241,241,87000,25000,3,875,0,50,0,2,1,0,0,1,0,01100,37,Johnston County
241,87,87000,62000,3,875,0,41,0,2,2,0,0,1,0,01100,37,Johnston County
241,95,87000,-19999,3,875,0,3,0,2,1,0,0,1,0,01100,37,Johnston County
245,245,100000,100000,22,1850,0,37,0,1,1,0,0,1,0,01100,37,Johnston County
245,232,100000,0,22,1850,0,36,0,1,2,0,0,1,0,01100,37,Johnston County
245,157,100000,-19999,22,1850,0,12,0,1,1,0,0,1,0,01100,37,Johnston County
245,155,100000,-19999,22,1850,0,5,0,1,1,0,0,1,0,01100,37,Johnston County
245,178,100000,-19999,22,1850,0,1,0,1,1,0,0,1,0,01100,37,Johnston County
68,67,54900,32400,9,1650,0,69,0,2,2,0,0,1,0,01100,37,Johnston County
68,58,54900,22500,9,1650,0,81,0,2,1,0,0,1,0,01100,37,Johnston County
112,112,109200,73000,4,825,0,69,0,2,2,0,0,1,0,01100,37,Johnston County
112,305,109200,36200,4,825,0,54,0,2,1,0,0,1,0,01100,37,Johnston County
38,38,46800,46800,19,875,0,80,0,2,1,0,0,1,0,01100,37,Johnston County
142,143,61000,32000,0,-1,1200,45,27,3,2,0,0,0,1,01100,37,Johnston County
142,141,61000,29000,0,-1,1200,27,27,3,1,0,0,0,1,01100,37,Johnston County
127,128,25000,25000,20,725,0,63,0,2,2,0,0,1,0,01100,37,Johnston County
45,45,50000,44000,0,-1,800,55,24,3,2,1,0,1,0,01100,37,Johnston County
45,203,50000,6000,0,-1,800,60,24,3,1,0,0,1,0,01100,37,Johnston County
419,420,94700,0,5,475,0,58,0,2,2,0,0,1,0,01100,37,Johnston County
419,438,94700,94700,5,475,0,55,0,2,1,0,0,1,0,01100,37,Johnston County
36,36,93000,69000,12,1450,0,61,0,1,1,0,0,1,0,01100,37,Johnston County
36,52,93000,24000,12,1450,0,23,0,1,2,0,0,1,0,01100,37,Johnston County
36,34,93000,0,12,1450,0,20,0,1,1,0,0,1,0,01100,37,Johnston County
120,120,117100,19100,6,1250,0,64,0,2,1,0,0,1,0,01100,37,Johnston County
120,125,117100,98000,6,1250,0,63,0,2,2,0,0,1,0,01100,37,Johnston County
385,386,125000,50000,15,1650,0,32,0,1,2,0,0,0,1,01100,37,Johnston County
385,404,125000,75000,15,1650,0,36,0,1,1,0,0,0,1,01100,37,Johnston County
49,49,39600,39600,21,4650,0,68,0,2,2,0,0,1,0,01100,37,Johnston County
157,156,9300,9300,0,-1,0,57,0,4,2,0,0,1,0,01100,37,Johnston County
397,397,1300,1300,101,1450,0,61,0,2,2,0,0,1,0,01100,37,Johnston County
1236,1236,24000,2000,61,1550,0,52,0,1,2,0,0,1,0,01100,37,Johnston County
1236,1135,24000,8000,61,1550,0,60,0,1,1,0,0,1,0,01100,37,Johnston County
1236,1400,24000,14000,61,1550,0,21,0,1,2,0,0,1,0,01100,37,Johnston County
99,99,145800,126300,8,975,0,67,0,1,1,0,0,1,0,01100,37,Johnston County
99,92,145800,2400,8,975,0,69,0,1,2,0,0,1,0,01100,37,Johnston County
99,118,145800,17100,8,975,0,42,0,1,2,0,0,1,0,01100,37,Johnston County
24,25,0,0,0,175,0,77,0,2,2,0,0,1,0,01100,37,Johnston County
87,87,40000,40000,39,2050,0,32,0,1,1,0,0,1,0,01100,37,Johnston County
79,80,191000,80000,14,6500,0,42,0,1,2,0,0,1,0,01100,37,Johnston County
79,95,191000,108000,14,6500,0,41,0,1,1,0,0,1,0,01100,37,Johnston County
79,62,191000,3000,14,6500,0,17,0,1,1,0,0,1,0,01100,37,Johnston County
79,83,191000,-19999,14,6500,0,7,0,1,1,0,0,1,0,01100,37,Johnston County
70,71,10300,10300,0,-1,0,81,0,4,1,0,0,1,0,01100,37,Johnston County
1011,1012,60000,60000,32,425,0,51,0,1,1,0,0,1,0,01100,37,Johnston County
110,110,73000,65000,13,1850,0,33,0,1,1,0,0,1,0,01100,37,Johnston County
110,104,73000,8000,13,1850,0,33,0,1,2,0,0,1,0,01100,37,Johnston County
110,118,73000,-19999,13,1850,0,13,0,1,2,0,0,1,0,01100,37,Johnston County
94,94,21600,21600,0,-1,550,79,37,3,2,0,0,1,0,01100,37,Johnston County
116,115,39000,39000,34,2550,0,36,0,1,1,0,0,1,0,01100,37,Johnston County
116,153,39000,-19999,34,2550,0,9,0,1,2,0,0,1,0,01100,37,Johnston County
30,30,268600,50000,0,-1,530,34,3,3,2,0,0,0,0,01100,37,Johnston County
30,130,268600,46000,0,-1,530,41,3,3,1,0,0,0,0,01100,37,Johnston County
30,130,268600,46000,0,-1,530,35,3,3,1,0,0,0,0,01100,37,Johnston County
30,161,268600,66600,0,-1,530,68,3,3,1,0,0,0,0,01100,37,Johnston County
30,161,268600,0,0,-1,530,62,3,3,2,0,0,0,0,01100,37,Johnston County
30,131,268600,60000,0,-1,530,42,3,3,1,0,0,0,0,01100,37,Johnston County
168,169,65000,40000,22,1050,0,26,0,1,2,0,0,1,0,01100,37,Johnston County
168,157,65000,25000,22,1050,0,29,0,1,1,0,0,1,0,01100,37,Johnston County
355,355,3900,1800,101,775,0,73,0,2,2,0,0,0,1,01100,37,Johnston County
355,249,3900,2100,101,775,0,41,0,2,1,0,0,0,1,01100,37,Johnston County
266,266,52000,52000,0,-1,1000,35,25,3,2,0,0,0,1,01100,37,Johnston County
109,109,105500,99000,4,1850,0,62,0,2,1,0,0,1,0,01100,37,Johnston County
109,90,105500,6500,4,1850,0,74,0,2,2,0,0,1,0,01100,37,Johnston County
206,205,69000,69000,20,1750,0,45,0,1,2,0,0,1,0,01100,37,Johnston County
145,145,15000,6000,0,-1,690,21,65,3,2,0,0,1,0,01100,37,Johnston County
145,241,15000,5000,0,-1,690,21,65,3,2,0,0,1,0,01100,37,Johnston County
145,141,15000,4000,0,-1,690,20,65,3,2,0,0,1,0,01100,37,Johnston County
25,25,189100,52800,3,4050,0,60,0,2,2,1,0,1,0,01100,37,Johnston County
25,116,189100,136300,3,4050,0,61,0,2,1,0,0,1,0,01100,37,Johnston County
132,131,51300,51300,47,3550,0,66,0,1,2,0,0,1,0,01100,37,Johnston County
62,62,130000,118000,2,325,0,65,0,2,1,0,0,1,0,01100,37,Johnston County
62,72,130000,12000,2,325,0,64,0,2,2,0,0,1,0,01100,37,Johnston County
87,87,24000,24000,54,275,0,38,0,1,2,0,0,1,0,01100,37,Johnston County
87,99,24000,-19999,54,275,0,13,0,1,1,0,0,1,0,01100,37,Johnston County
87,126,24000,-19999,54,275,0,12,0,1,2,0,0,1,0,01100,37,Johnston County
121,122,89200,66500,16,1250,0,76,0,1,1,0,0,1,0,01100,37,Johnston County
121,156,89200,22700,16,1250,0,70,0,1,2,0,0,1,0,01100,37,Johnston County
33,33,180000,160000,10,525,0,38,0,1,1,0,1,0,0,01100,37,Johnston County
33,35,180000,20000,10,525,0,35,0,1,2,0,1,0,0,01100,37,Johnston County
592,592,68000,38000,0,-1,1600,46,36,3,2,0,0,0,1,01100,37,Johnston County
592,382,68000,25000,0,-1,1600,23,36,3,2,0,0,0,1,01100,37,Johnston County
592,582,68000,5000,0,-1,1600,18,36,3,1,0,0,0,1,01100,37,Johnston County
592,496,68000,-19999,0,-1,1600,12,36,3,2,0,0,0,1,01100,37,Johnston County
592,496,68000,-19999,0,-1,1600,8,36,3,2,0,0,0,1,01100,37,Johnston County
592,495,68000,-19999,0,-1,1600,5,36,3,2,0,0,0,1,01100,37,Johnston County
441,441,137000,101000,13,2050,0,59,0,1,2,0,0,1,0,01100,37,Johnston County
441,460,137000,36000,13,2050,0,58,0,1,1,0,0,1,0,01100,37,Johnston County
441,324,137000,-19999,13,2050,0,8,0,1,1,0,0,1,0,01100,37,Johnston County
441,288,137000,-19999,13,2050,0,4,0,1,2,0,0,1,0,01100,37,Johnston County
95,96,13100,13100,66,625,0,73,0,1,2,0,0,1,0,01100,37,Johnston County
363,362,109020,76020,0,-1,1400,50,17,3,1,0,0,1,0,01100,37,Johnston County
363,207,109020,33000,0,-1,1400,49,17,3,2,0,0,1,0,01100,37,Johnston County
255,255,36500,36500,0,-1,1100,33,42,3,1,0,0,1,0,01100,37,Johnston County
255,129,36500,0,0,-1,1100,33,42,3,2,0,0,1,0,01100,37,Johnston County
255,238,36500,-19999,0,-1,1100,2,42,3,1,0,0,1,0,01100,37,Johnston County
98,99,112000,104000,17,4850,0,36,0,1,1,0,0,1,0,01100,37,Johnston County
98,93,112000,8000,17,4850,0,36,0,1,2,0,0,1,0,01100,37,Johnston County
98,102,112000,0,17,4850,0,15,0,1,1,0,0,1,0,01100,37,Johnston County
98,78,112000,-19999,17,4850,0,13,0,1,2,0,0,1,0,01100,37,Johnston County
98,79,112000,-19999,17,4850,0,6,0,1,2,0,0,1,0,01100,37,Johnston County
90,90,57000,57000,34,3050,0,44,0,1,2,0,0,0,1,01100,37,Johnston County
272,273,100000,100000,14,825,0,48,0,1,1,0,0,1,0,01100,37,Johnston County
272,260,100000,0,14,825,0,33,0,1,2,0,0,1,0,01100,37,Johnston County
117,117,151000,0,13,2050,0,37,0,1,2,0,0,1,0,01100,37,Johnston County
117,140,151000,151000,13,2050,0,37,0,1,1,0,0,1,0,01100,37,Johnston County
117,123,151000,-19999,13,2050,0,13,0,1,1,0,0,1,0,01100,37,Johnston County
117,157,151000,-19999,13,2050,0,9,0,1,2,0,0,1,0,01100,37,Johnston County
117,117,51700,32000,0,-1,700,51,19,3,2,0,0,1,0,01100,37,Johnston County
117,143,51700,19700,0,-1,700,20,19,3,2,0,0,1,0,01100,37,Johnston County
113,113,86700,31700,4,175,0,63,0,2,2,0,0,1,0,01100,37,Johnston County
113,117,86700,55000,4,175,0,62,0,2,1,0,0,1,0,01100,37,Johnston County
21,21,11000,10000,0,-1,800,21,101,3,2,0,0,1,0,01100,37,Johnston County
21,14,11000,1000,0,-1,800,20,101,3,1,0,0,1,0,01100,37,Johnston County
377,377,200000,75000,4,2550,0,57,0,1,2,0,0,1,0,01100,37,Johnston County
377,393,200000,110000,4,2550,0,58,0,1,1,0,0,1,0,01100,37,Johnston County
377,730,200000,15000,4,2550,0,27,0,1,2,0,0,1,0,01100,37,Johnston County
67,67,44550,44000,40,3050,0,58,0,1,1,0,1,0,0,01100,37,Johnston County
67,71,44550,0,40,3050,0,50,0,1,2,0,1,0,0,01100,37,Johnston County
67,103,44550,0,40,3050,0,35,0,1,2,0,1,0,0,01100,37,Johnston County
67,102,44550,550,40,3050,0,16,0,1,2,0,1,0,0,01100,37,Johnston County
177,177,36670,36670,0,-1,340,64,14,3,2,0,0,1,0,01100,37,Johnston County
41,41,108000,108000,17,2250,0,56,0,1,2,0,0,1,0,01100,37,Johnston County
124,124,75800,0,19,2050,0,40,0,1,2,0,0,0,0,01100,37,Johnston County
124,145,75800,60000,19,2050,0,40,0,1,1,0,0,0,0,01100,37,Johnston County
124,149,75800,15800,19,2050,0,18,0,1,1,0,0,0,0,01100,37,Johnston County
124,87,75800,-19999,19,2050,0,7,0,1,1,0,0,0,0,01100,37,Johnston County
124,98,75800,-19999,19,2050,0,4,0,1,2,0,0,0,0,01100,37,Johnston County
297,296,75310,75000,0,-1,300,45,10,3,1,0,0,1,0,01100,37,Johnston County
297,284,75310,310,0,-1,300,30,10,3,2,0,0,1,0,01100,37,Johnston County
297,577,75310,0,0,-1,300,45,10,3,2,0,0,1,0,01100,37,Johnston County
358,357,88400,43100,27,2650,0,74,0,1,1,0,0,1,0,01100,37,Johnston County
358,327,88400,45300,27,2650,0,73,0,1,2,0,0,1,0,01100,37,Johnston County
96,96,130000,92000,3,75,0,48,0,1,1,0,0,1,0,01100,37,Johnston County
96,199,130000,38000,3,75,0,48,0,1,2,0,0,1,0,01100,37,Johnston County
260,260,175000,82000,16,4050,0,43,0,1,1,0,0,1,0,01100,37,Johnston County
260,242,175000,65000,16,4050,0,41,0,1,2,0,0,1,0,01100,37,Johnston County
260,241,175000,-19999,16,4050,0,13,0,1,1,0,0,1,0,01100,37,Johnston County
260,425,175000,0,16,4050,0,20,0,1,2,0,0,1,0,01100,37,Johnston County
260,508,175000,28000,16,4050,0,64,0,1,2,0,0,1,0,01100,37,Johnston County
61,61,215600,203600,14,1050,0,56,0,1,1,0,0,1,0,01100,37,Johnston County
61,56,215600,12000,14,1050,0,24,0,1,1,0,0,1,0,01100,37,Johnston County
51,51,57800,28900,14,5250,0,73,0,2,2,0,0,1,0,01100,37,Johnston County
51,44,57800,28900,14,5250,0,75,0,2,1,0,0,1,0,01100,37,Johnston County
109,109,102000,60000,11,575,0,55,0,1,1,0,0,1,0,01100,37,Johnston County
109,127,102000,42000,11,575,0,48,0,1,2,0,0,1,0,01100,37,Johnston County
109,79,102000,0,11,575,0,18,0,1,1,0,0,1,0,01100,37,Johnston County
50,50,500500,14500,5,2050,0,28,0,1,2,0,0,0,1,01100,37,Johnston County
50,49,500500,486000,5,2050,0,28,0,1,1,0,0,0,0,01100,37,Johnston County
50,98,500500,-19999,5,2050,0,7,0,1,2,0,0,0,1,01100,37,Johnston County
50,117,500500,-19999,5,2050,0,5,0,1,1,0,0,0,1,01100,37,Johnston County
187,187,183200,33200,10,3250,0,45,0,1,2,0,0,1,0,01100,37,Johnston County
187,155,183200,150000,10,3250,0,45,0,1,1,0,0,1,0,01100,37,Johnston County
187,146,183200,0,10,3250,0,21,0,1,1,0,0,1,0,01100,37,Johnston County
187,117,183200,0,10,3250,0,17,0,1,2,0,0,1,0,01100,37,Johnston County
187,125,183200,-19999,10,3250,0,6,0,1,1,0,0,1,0,01100,37,Johnston County
68,67,178000,152000,4,2550,0,64,0,2,1,0,0,1,0,01100,37,Johnston County
68,72,178000,26000,4,2550,0,61,0,2,2,0,0,1,0,01100,37,Johnston County
307,307,85100,12000,0,-1,1200,21,20,3,1,0,0,0,0,01100,37,Johnston County
307,297,85100,35000,0,-1,1200,20,20,3,2,0,0,0,0,01100,37,Johnston County
307,471,85100,31100,0,-1,1200,22,20,3,1,0,0,0,0,01100,37,Johnston County
307,432,85100,7000,0,-1,1200,24,20,3,2,0,0,0,0,01100,37,Johnston County
118,118,28800,28800,25,3150,0,88,0,2,1,0,0,1,0,01100,37,Johnston County
76,76,75000,75000,4,175,0,51,0,2,2,0,0,1,0,01100,37,Johnston County
76,70,75000,0,4,175,0,56,0,2,1,0,0,1,0,01100,37,Johnston County
76,76,17400,17400,24,1050,0,87,0,2,2,0,0,1,0,01100,37,Johnston County
140,139,7500,7500,0,-1,850,61,101,3,2,0,0,0,1,01100,37,Johnston County
77,77,23000,23000,0,-1,780,47,41,3,2,0,0,0,1,01100,37,Johnston County
77,50,23000,0,0,-1,780,18,41,3,2,0,0,0,1,01100,37,Johnston County
284,284,70000,70000,19,1450,0,40,0,1,1,0,0,1,0,01100,37,Johnston County
284,285,70000,-19999,19,1450,0,12,0,1,1,0,0,1,0,01100,37,Johnston County
58,58,86600,24600,8,2550,0,68,0,2,2,0,0,1,0,01100,37,Johnston County
58,49,86600,62000,8,2550,0,81,0,2,1,0,0,1,0,01100,37,Johnston County
161,161,135000,115000,11,2350,0,58,0,1,1,0,0,1,0,01100,37,Johnston County
161,172,135000,20000,11,2350,0,60,0,1,2,0,0,1,0,01100,37,Johnston County
194,194,60100,2100,18,4350,0,64,0,2,2,0,0,1,0,01100,37,Johnston County
194,254,60100,58000,18,4350,0,40,0,2,1,0,0,1,0,01100,37,Johnston County
194,110,60100,0,18,4350,0,30,0,2,2,1,0,1,0,01100,37,Johnston County
347,346,139400,118000,17,2550,0,62,0,1,2,0,0,0,1,01100,37,Johnston County
347,393,139400,12000,17,2550,0,20,0,1,2,0,0,0,1,01100,37,Johnston County
347,512,139400,400,17,2550,0,16,0,1,1,0,0,0,1,01100,37,Johnston County
347,393,139400,9000,17,2550,0,27,0,1,2,0,0,0,1,01100,37,Johnston County
347,352,139400,-19999,17,2550,0,2,0,1,2,0,0,0,1,01100,37,Johnston County
347,302,139400,-19999,17,2550,0,1,0,1,2,0,0,0,0,01100,37,Johnston County
632,633,90000,30000,16,675,0,62,0,1,1,0,0,0,1,01100,37,Johnston County
632,506,90000,60000,16,675,0,45,0,1,1,0,0,0,1,01100,37,Johnston County
15,15,32000,32000,0,-1,800,41,32,3,2,0,0,1,0,01100,37,Johnston County
15,22,32000,-19999,0,-1,800,14,32,3,2,0,0,1,0,01100,37,Johnston County
150,150,15600,15600,0,-1,250,76,31,3,1,0,0,1,0,01100,37,Johnston County
150,58,15600,0,0,-1,250,60,31,3,2,1,0,1,0,01100,37,Johnston County
73,74,40000,40000,0,-1,450,41,17,3,1,1,0,1,0,01100,37,Johnston County
138,139,54000,6000,27,975,0,27,0,1,2,0,0,1,0,01100,37,Johnston County
138,142,54000,48000,27,975,0,27,0,1,1,0,0,1,0,01100,37,Johnston County
138,87,54000,-19999,27,975,0,3,0,1,1,0,0,1,0,01100,37,Johnston County
44,43,0,0,0,1550,0,81,0,1,2,0,0,1,0,01100,37,Johnston County
185,185,30800,24000,40,0,0,61,0,1,1,0,0,0,0,01100,37,Johnston County
185,194,30800,6800,40,0,0,65,0,1,2,0,0,0,0,01100,37,Johnston County
77,78,36800,10900,15,625,0,54,0,2,2,0,0,1,0,01100,37,Johnston County
77,64,36800,25900,15,625,0,66,0,2,1,0,0,1,0,01100,37,Johnston County
129,129,67000,67000,0,-1,0,27,0,4,2,0,0,1,0,01100,37,Johnston County
129,61,67000,-19999,0,-1,0,4,0,4,2,0,0,1,0,01100,37,Johnston County
95,95,62940,47030,12,1150,0,46,0,2,1,0,0,1,0,01100,37,Johnston County
95,131,62940,9600,12,1150,0,50,0,2,2,0,0,1,0,01100,37,Johnston County
95,94,62940,10,12,1150,0,21,0,2,1,0,0,1,0,01100,37,Johnston County
95,59,62940,6300,12,1150,0,15,0,2,1,0,0,1,0,01100,37,Johnston County
95,60,62940,0,12,1150,0,15,0,2,1,0,0,1,0,01100,37,Johnston County
29,29,8400,8400,30,0,0,73,0,2,2,0,0,1,0,01100,37,Johnston County
104,104,76800,61800,20,2550,0,68,0,1,1,0,0,1,0,01100,37,Johnston County
104,94,76800,15000,20,2550,0,68,0,1,2,0,0,1,0,01100,37,Johnston County
78,78,57000,40000,27,875,0,43,0,1,2,0,0,1,0,01100,37,Johnston County
78,91,57000,17000,27,875,0,46,0,1,1,0,0,1,0,01100,37,Johnston County
78,69,57000,-19999,27,875,0,9,0,1,2,0,0,1,0,01100,37,Johnston County
56,57,48000,13000,41,1650,0,38,0,1,2,0,0,1,0,01100,37,Johnston County
56,68,48000,35000,41,1650,0,39,0,1,1,0,0,1,0,01100,37,Johnston County
56,57,48000,0,41,1650,0,18,0,1,1,0,0,1,0,01100,37,Johnston County
56,43,48000,0,41,1650,0,15,0,1,1,0,0,1,0,01100,37,Johnston County
56,60,48000,-19999,41,1650,0,11,0,1,1,0,0,1,0,01100,37,Johnston County
56,77,48000,-19999,41,1650,0,9,0,1,2,0,0,1,0,01100,37,Johnston County
203,203,10000,10000,101,2350,0,50,0,1,2,1,0,1,0,01100,37,Johnston County
69,69,16700,16700,40,475,0,85,0,2,2,0,0,1,0,01100,37,Johnston County
46,46,120900,18800,17,825,0,78,0,1,2,0,0,1,0,01100,37,Johnston County
46,45,120900,102100,17,825,0,80,0,1,1,0,0,1,0,01100,37,Johnston County
433,434,83000,43000,0,-1,500,27,13,3,1,0,0,1,0,01100,37,Johnston County
433,740,83000,40000,0,-1,500,27,13,3,2,0,0,1,0,01100,37,Johnston County
291,291,129000,71000,19,1250,0,36,0,1,2,0,0,1,0,01100,37,Johnston County
291,346,129000,58000,19,1250,0,41,0,1,1,0,0,1,0,01100,37,Johnston County
291,306,129000,-19999,19,1250,0,12,0,1,1,0,0,1,0,01100,37,Johnston County
291,390,129000,-19999,19,1250,0,8,0,1,2,0,0,1,0,01100,37,Johnston County
291,273,129000,-19999,19,1250,0,2,0,1,2,0,0,1,0,01100,37,Johnston County
29,29,65000,65000,0,-1,600,56,14,3,1,0,0,1,0,01100,37,Johnston County
93,93,37300,37300,38,2150,0,68,0,1,1,0,0,1,0,01100,37,Johnston County
261,262,196300,48000,13,6500,0,41,0,1,2,0,0,0,1,01100,37,Johnston County
261,277,196300,88000,13,6500,0,44,0,1,1,0,0,0,1,01100,37,Johnston County
261,272,196300,31200,13,6500,0,21,0,1,2,0,0,0,1,01100,37,Johnston County
261,354,196300,-19999,13,6500,0,5,0,1,2,0,0,0,1,01100,37,Johnston County
261,272,196300,29100,13,6500,0,29,0,1,2,0,0,0,1,01100,37,Johnston County
261,243,196300,-19999,13,6500,0,0,0,1,2,0,0,0,1,01100,37,Johnston County
19,20,71700,25000,0,-1,170,21,5,3,2,0,0,1,0,01100,37,Johnston County
19,15,71700,46700,0,-1,170,23,5,3,1,0,0,1,0,01100,37,Johnston County
19,19,40800,40800,22,1050,0,65,0,1,2,0,0,1,0,01100,37,Johnston County
11,10,44400,44400,0,-1,550,70,19,3,2,0,0,1,0,01100,37,Johnston County
153,153,67000,13600,17,925,0,61,0,1,2,0,0,1,0,01100,37,Johnston County
153,161,67000,53400,17,925,0,63,0,1,1,0,0,1,0,01100,37,Johnston County
160,160,21600,14400,36,425,0,63,0,2,2,0,0,0,1,01100,37,Johnston County
160,266,21600,7200,36,425,0,63,0,2,2,0,0,0,1,01100,37,Johnston County
212,212,36800,16400,30,1050,0,78,0,2,1,0,0,1,0,01100,37,Johnston County
212,232,36800,20400,30,1050,0,77,0,2,2,0,0,1,0,01100,37,Johnston County
212,281,36800,0,30,1050,0,22,0,2,1,0,0,1,0,01100,37,Johnston County
161,160,130,130,101,1150,0,67,0,2,2,0,0,1,0,01100,37,Johnston County
122,123,90000,35000,6,1650,0,64,0,2,2,0,0,1,0,01100,37,Johnston County
122,117,90000,55000,6,1650,0,65,0,2,1,0,0,1,0,01100,37,Johnston County
306,307,34200,30600,0,-1,600,39,28,3,1,0,0,0,1,01100,37,Johnston County
306,321,34200,3600,0,-1,600,39,28,3,2,0,0,0,1,01100,37,Johnston County
306,484,34200,-19999,0,-1,600,13,28,3,1,0,0,0,1,01100,37,Johnston County
306,413,34200,-19999,0,-1,600,11,28,3,2,0,0,0,1,01100,37,Johnston County
306,412,34200,-19999,0,-1,600,9,28,3,2,0,0,0,1,01100,37,Johnston County
306,284,34200,-19999,0,-1,600,2,28,3,1,0,0,0,1,01100,37,Johnston County
88,88,78000,14000,28,2550,0,28,0,1,2,1,0,0,0,01100,37,Johnston County
88,230,78000,64000,28,2550,0,27,0,1,1,0,0,1,0,01100,37,Johnston County
104,104,138650,118650,2,925,0,61,0,2,2,0,0,1,0,01100,37,Johnston County
104,135,138650,20000,2,925,0,71,0,2,2,0,0,1,0,01100,37,Johnston County
169,169,25540,25540,46,1250,0,62,0,1,2,0,0,1,0,01100,37,Johnston County
