WGTP,PWGTP,HINCP,PINCP,OCPIP,TAXAMT,RNTP,AGEP,GRPIP,TEN,SEX,RACAIAN,RACASN,RACWHT,RACBLK,PUMA,ST,PUMA_NAME
237,237,120960,12000,16,4350,0,58,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
237,273,120960,60000,16,4350,0,58,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
237,297,120960,48000,16,4350,0,22,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
237,298,120960,960,16,4350,0,19,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
237,316,120960,0,16,4350,0,16,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
188,187,95300,56500,14,2550,0,64,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
188,215,95300,38800,14,2550,0,64,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
57,56,74000,27000,0,-1,930,33,18,3,1,0,0,0,1,01500,37,Chatham & Lee Counties
57,60,74000,40000,0,-1,930,42,18,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
57,77,74000,7000,0,-1,930,30,18,3,1,0,0,0,1,01500,37,Chatham & Lee Counties
179,179,75200,35200,10,1050,0,44,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
179,158,75200,-19999,10,1050,0,4,0,1,1,0,0,0,0,01500,37,Chatham & Lee Counties
179,109,75200,-19999,10,1050,0,10,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
179,149,75200,40000,10,1050,0,29,0,1,1,0,0,0,0,01500,37,Chatham & Lee Counties
179,161,75200,-19999,10,1050,0,4,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
81,82,19400,11500,58,0,0,82,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
81,97,19400,7900,58,0,0,77,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
84,85,21500,9000,45,0,0,66,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
84,70,21500,12500,45,0,0,71,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
93,93,2800,2800,101,1250,0,85,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
79,79,78000,40300,19,2850,0,45,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
79,106,78000,37700,19,2850,0,47,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
21,22,17700,17700,35,2050,0,75,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
42,42,203510,25150,0,-1,900,76,7,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
42,60,203510,22650,0,-1,900,73,7,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
42,45,203510,55650,0,-1,900,76,7,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
42,64,203510,50030,0,-1,900,74,7,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
42,64,203510,50030,0,-1,900,74,7,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,54,36000,36000,29,1050,0,46,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,52,36000,0,29,1050,0,18,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
83,83,73000,26800,9,825,0,60,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
83,86,73000,46200,9,825,0,61,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
105,106,13000,13000,0,-1,630,20,80,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
41,41,77500,77500,5,625,0,78,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
74,74,54000,39000,29,2250,0,29,0,1,1,0,0,0,0,01500,37,Chatham & Lee Counties
74,177,54000,15000,29,2250,0,31,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
114,113,63800,63800,18,1750,0,80,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
377,376,8400,8400,0,-1,680,42,101,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
48,47,500300,496800,9,14500,0,53,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
48,63,500300,0,9,14500,0,52,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
48,59,500300,3500,9,14500,0,16,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
48,54,500300,0,9,14500,0,15,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
48,47,500300,-19999,9,14500,0,11,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
48,47,500300,-19999,9,14500,0,11,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
586,585,58400,32000,0,-1,350,44,12,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
586,470,58400,26400,0,-1,350,67,12,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
90,90,49300,49300,14,3350,0,79,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
99,100,146600,98600,9,0,0,56,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
99,77,146600,48000,9,0,0,54,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
140,141,81000,81000,5,1050,0,84,0,2,2,0,0,0,1,01500,37,Chatham & Lee Counties
95,95,31700,13000,16,375,0,66,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
95,97,31700,18700,16,375,0,64,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
303,304,488800,0,8,2550,0,53,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
303,211,488800,486200,8,2550,0,51,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
303,237,488800,1600,8,2550,0,21,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
303,251,488800,1000,8,2550,0,17,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
52,52,40800,40800,21,525,0,70,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
75,74,236000,36000,7,3450,0,52,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
75,105,236000,200000,7,3450,0,41,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
75,76,236000,-19999,7,3450,0,6,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
75,103,236000,-19999,7,3450,0,4,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
117,117,3900,3900,101,525,0,86,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
61,61,63800,10800,12,475,0,49,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
61,70,63800,53000,12,475,0,48,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
18,19,32000,32000,0,-1,660,64,29,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
81,80,26300,26300,0,-1,400,36,32,3,1,0,0,0,1,01500,37,Chatham & Lee Counties
81,81,109500,49400,7,4950,0,78,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
81,113,109500,60100,7,4950,0,72,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
109,110,39000,39000,21,1850,0,39,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
109,119,39000,-19999,21,1850,0,7,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
99,98,193200,149300,5,1250,0,56,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
99,75,193200,43900,5,1250,0,56,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
58,59,281500,180500,2,2550,0,47,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
58,44,281500,101000,2,2550,0,54,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
288,287,361000,355000,2,3750,0,65,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
288,211,361000,6000,2,3750,0,64,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
47,47,45900,45900,11,1250,0,71,0,2,2,0,0,0,1,01500,37,Chatham & Lee Counties
147,147,56600,56600,0,-1,950,49,22,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
147,168,56600,0,0,-1,950,59,22,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
62,62,175000,175000,8,1250,0,53,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
62,53,175000,0,8,1250,0,17,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
64,65,14300,14300,0,-1,0,30,0,4,1,0,0,1,0,01500,37,Chatham & Lee Counties
21,20,72000,51500,7,2450,0,76,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
21,24,72000,20500,7,2450,0,68,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
119,119,91800,36000,0,-1,710,25,13,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
119,120,91800,19800,0,-1,710,22,13,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
119,166,91800,-19999,0,-1,710,1,13,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
119,204,91800,36000,0,-1,710,32,13,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
79,80,55800,55800,6,1450,0,79,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
160,159,100600,94000,18,2450,0,62,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
160,129,100600,6600,18,2450,0,64,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
103,102,20000,12000,78,1550,0,57,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
103,77,20000,8000,78,1550,0,57,0,1,2,0,0,0,1,01500,37,Chatham & Lee Counties
55,54,8000,8000,0,-1,370,59,56,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
95,95,105000,40000,4,775,0,65,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
95,98,105000,40000,4,775,0,56,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
95,114,105000,25000,4,775,0,24,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
78,79,46100,20200,12,2150,0,76,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
78,110,46100,25900,12,2150,0,73,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
75,75,20000,7500,0,-1,600,45,43,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
75,137,20000,12500,0,-1,600,17,43,3,2,0,0,1,1,01500,37,Chatham & Lee Counties
147,147,39800,17800,0,-1,850,44,35,3,1,0,0,0,0,01500,37,Chatham & Lee Counties
147,158,39800,0,0,-1,850,46,35,3,2,0,0,0,0,01500,37,Chatham & Lee Counties
147,174,39800,-19999,0,-1,850,8,35,3,1,0,0,0,0,01500,37,Chatham & Lee Counties
147,104,39800,-19999,0,-1,850,7,35,3,2,0,0,0,0,01500,37,Chatham & Lee Counties
147,141,39800,22000,0,-1,850,26,35,3,1,0,0,0,0,01500,37,Chatham & Lee Counties
147,165,39800,0,0,-1,850,22,35,3,2,0,0,0,0,01500,37,Chatham & Lee Counties
147,103,39800,-19999,0,-1,850,6,35,3,2,0,0,0,0,01500,37,Chatham & Lee Counties
147,150,39800,-19999,0,-1,850,3,35,3,1,0,0,0,0,01500,37,Chatham & Lee Counties
147,150,39800,-19999,0,-1,850,1,35,3,1,0,0,0,0,01500,37,Chatham & Lee Counties
55,56,75760,60730,11,875,0,67,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
55,89,75760,15030,11,875,0,74,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
53,53,106610,25910,6,1150,0,65,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
53,39,106610,25000,6,1150,0,64,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
53,70,106610,5700,6,1150,0,42,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
53,51,106610,50000,6,1150,0,20,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
53,54,106610,0,6,1150,0,16,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
190,190,24000,0,26,75,0,39,0,2,2,0,0,0,0,01500,37,Chatham & Lee Counties
190,142,24000,24000,26,75,0,46,0,2,1,0,0,0,0,01500,37,Chatham & Lee Counties
190,172,24000,-19999,26,75,0,13,0,2,1,0,0,0,0,01500,37,Chatham & Lee Counties
190,102,24000,-19999,26,75,0,9,0,2,2,0,0,0,0,01500,37,Chatham & Lee Counties
190,102,24000,-19999,26,75,0,5,0,2,2,0,0,0,0,01500,37,Chatham & Lee Counties
129,128,14000,14000,0,-1,680,34,67,3,2,0,1,1,0,01500,37,Chatham & Lee Counties
129,121,14000,-19999,0,-1,680,13,67,3,2,0,1,1,1,01500,37,Chatham & Lee Counties
129,96,14000,-19999,0,-1,680,12,67,3,1,0,1,1,1,01500,37,Chatham & Lee Counties
129,122,14000,-19999,0,-1,680,9,67,3,2,0,1,1,1,01500,37,Chatham & Lee Counties
129,96,14000,-19999,0,-1,680,3,67,3,2,0,1,1,1,01500,37,Chatham & Lee Counties
98,98,189570,173470,9,2950,0,72,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
98,117,189570,16100,9,2950,0,70,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
87,87,77000,46000,14,7500,0,79,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
87,101,77000,31000,14,7500,0,77,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
99,98,72000,55000,26,1650,0,56,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
99,102,72000,17000,26,1650,0,62,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
67,68,566000,486000,7,4250,0,23,0,1,2,1,0,1,0,01500,37,Chatham & Lee Counties
67,66,566000,80000,7,4250,0,26,0,1,1,1,0,1,0,01500,37,Chatham & Lee Counties
16,16,42000,42000,0,-1,750,43,24,3,1,0,1,0,0,01500,37,Chatham & Lee Counties
34,35,16200,16200,101,4950,0,82,0,1,2,1,0,1,0,01500,37,Chatham & Lee Counties
55,55,81700,1400,25,2150,0,65,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
55,40,81700,55000,25,2150,0,67,0,1,2,0,0,0,1,01500,37,Chatham & Lee Counties
55,61,81700,25300,25,2150,0,25,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
108,108,52000,26700,0,-1,4800,79,101,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
108,126,52000,25300,0,-1,4800,76,101,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
133,133,35000,35000,18,1350,0,74,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
133,148,35000,0,18,1350,0,75,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
176,176,214000,158000,10,14500,0,65,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
176,170,214000,0,10,14500,0,61,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
176,209,214000,30000,10,14500,0,31,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
176,158,214000,26000,10,14500,0,24,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
75,76,283000,283000,3,3550,0,63,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
75,62,283000,0,3,3550,0,60,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
50,49,96040,96030,3,625,0,66,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
50,37,96040,10,3,625,0,64,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
63,64,349240,205000,9,4050,0,52,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
63,45,349240,144240,9,4050,0,53,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
63,56,349240,0,9,4050,0,15,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
63,46,349240,-19999,9,4050,0,14,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
63,41,349240,-19999,9,4050,0,10,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
73,73,52800,52000,23,575,0,28,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
73,97,52800,800,23,575,0,30,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
73,105,52800,-19999,23,575,0,2,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
330,330,84000,40000,14,1350,0,39,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
330,169,84000,44000,14,1350,0,39,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
330,119,84000,0,14,1350,0,16,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
330,173,84000,-19999,14,1350,0,8,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
330,116,84000,-19999,14,1350,0,3,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,55,100000,50000,14,3050,0,58,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
54,57,100000,50000,14,3050,0,55,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
65,65,205000,130000,16,1850,0,38,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
65,69,205000,75000,16,1850,0,48,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
67,67,33000,33000,22,125,0,64,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
106,107,14500,14500,0,-1,650,22,70,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
106,142,14500,-19999,0,-1,650,2,70,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
106,139,14500,-19999,0,-1,650,0,70,3,1,0,0,0,1,01500,37,Chatham & Lee Counties
40,40,80600,48600,8,1450,0,76,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
40,47,80600,24800,8,1450,0,72,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
40,80,80600,7200,8,1450,0,39,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
40,46,80600,0,8,1450,0,15,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
40,66,80600,-19999,8,1450,0,14,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
87,87,372000,298000,3,725,0,70,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
87,71,372000,74000,3,725,0,70,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
68,68,63000,63000,23,1150,0,25,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
38,38,51600,13700,0,-1,750,62,25,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
38,74,51600,29000,0,-1,750,42,25,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
38,52,51600,0,0,-1,750,20,25,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
38,54,51600,8900,0,-1,750,20,25,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
231,231,117400,59000,14,75,0,40,0,1,2,0,0,1,1,01500,37,Chatham & Lee Counties
231,180,117400,45000,14,75,0,30,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
231,362,117400,-19999,14,75,0,10,0,1,2,0,0,1,1,01500,37,Chatham & Lee Counties
231,285,117400,-19999,14,75,0,0,0,1,2,0,0,1,1,01500,37,Chatham & Lee Counties
231,164,117400,13400,14,75,0,73,0,1,2,0,0,1,1,01500,37,Chatham & Lee Counties
139,139,28800,24000,22,75,0,39,0,2,1,0,0,0,0,01500,37,Chatham & Lee Counties
139,150,28800,0,22,75,0,53,0,2,2,0,0,0,0,01500,37,Chatham & Lee Counties
139,155,28800,4800,22,75,0,19,0,2,2,0,0,0,0,01500,37,Chatham & Lee Counties
139,132,28800,0,22,75,0,18,0,2,1,0,0,0,0,01500,37,Chatham & Lee Counties
139,106,28800,0,22,75,0,16,0,2,1,0,0,0,0,01500,37,Chatham & Lee Counties
27,28,111750,31750,8,3550,0,41,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
27,25,111750,80000,8,3550,0,71,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
60,60,35500,20000,0,-1,750,53,33,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
60,43,35500,15500,0,-1,750,55,33,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
25,25,43000,12600,21,875,0,69,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
25,33,43000,30400,21,875,0,68,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
288,288,90000,90000,17,1850,0,54,0,1,2,0,0,0,1,01500,37,Chatham & Lee Counties
43,44,73000,64000,25,2050,0,51,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
43,50,73000,9000,25,2050,0,21,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
321,321,40000,40000,0,-1,0,32,0,4,1,0,0,1,0,01500,37,Chatham & Lee Counties
321,293,40000,-19999,0,-1,0,9,0,4,1,0,0,1,0,01500,37,Chatham & Lee Counties
321,293,40000,-19999,0,-1,0,7,0,4,1,0,0,1,0,01500,37,Chatham & Lee Counties
45,45,121600,18000,35,4050,0,61,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
45,37,121600,103600,35,4050,0,60,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
140,140,107000,45000,16,1250,0,55,0,1,2,0,0,0,1,01500,37,Chatham & Lee Counties
140,173,107000,62000,16,1250,0,55,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
140,186,107000,0,16,1250,0,26,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
152,152,46044,0,13,525,0,54,0,1,1,0,0,0,0,01500,37,Chatham & Lee Counties
152,157,46044,15900,13,525,0,48,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
152,224,46044,30000,13,525,0,31,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
152,178,46044,4,13,525,0,20,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
152,178,46044,140,13,525,0,18,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
152,99,46044,0,13,525,0,17,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
90,90,163270,12540,25,2350,0,74,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
90,67,163270,142000,25,2350,0,60,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
90,99,163270,4370,25,2350,0,17,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
90,99,163270,4360,25,2350,0,17,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
69,68,48000,48000,15,1050,0,51,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
69,65,48000,0,15,1050,0,51,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
88,88,206500,188400,9,8500,0,77,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
88,103,206500,18100,9,8500,0,76,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,54,44000,44000,24,75,0,44,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
54,61,44000,0,24,75,0,45,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
54,62,44000,-19999,24,75,0,12,0,1,1,0,0,0,0,01500,37,Chatham & Lee Counties
54,48,44000,-19999,24,75,0,9,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
54,137,44000,-19999,24,75,0,5,0,1,2,0,0,0,1,01500,37,Chatham & Lee Counties
54,128,44000,-19999,24,75,0,4,0,1,1,0,0,0,1,01500,37,Chatham & Lee Counties
54,77,44000,0,24,75,0,68,0,1,2,0,0,0,0,01500,37,Chatham & Lee Counties
367,366,55000,12000,16,4050,0,48,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
367,298,55000,43000,16,4050,0,48,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
367,295,55000,0,16,4050,0,17,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
367,215,55000,-19999,16,4050,0,9,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
367,215,55000,-19999,16,4050,0,7,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
367,215,55000,-19999,16,4050,0,7,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
367,240,55000,-19999,16,4050,0,7,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
367,238,55000,-19999,16,4050,0,7,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
160,160,165000,45000,4,3450,0,49,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
160,125,165000,120000,4,3450,0,48,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
62,61,127000,37000,4,3050,0,48,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
62,47,127000,90000,4,3050,0,50,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
111,110,27800,27800,14,1650,0,73,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
165,165,21000,21000,10,225,0,47,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
165,125,21000,-19999,10,225,0,12,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
48,47,19000,13500,3,0,0,84,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
48,56,19000,5500,3,0,0,77,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
100,100,162000,150000,14,3150,0,60,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
100,82,162000,12000,14,3150,0,61,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
62,62,137800,119800,16,2450,0,74,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
62,49,137800,7100,16,2450,0,68,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
62,78,137800,10900,16,2450,0,28,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
61,61,120000,87000,8,1550,0,70,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
61,49,120000,33000,8,1550,0,70,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
71,71,21000,21000,0,-1,700,46,48,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
71,81,21000,0,0,-1,700,18,48,3,1,0,0,0,1,01500,37,Chatham & Lee Counties
71,150,21000,-19999,0,-1,700,11,48,3,2,0,0,0,1,01500,37,Chatham & Lee Counties
119,119,112400,112400,6,4150,0,76,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
94,94,203100,119060,16,4250,0,66,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
94,69,203100,84040,16,4250,0,61,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
88,88,45000,45000,0,-1,600,35,18,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
18,18,102300,28900,5,725,0,73,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
18,14,102300,25000,5,725,0,73,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
18,16,102300,23400,5,725,0,45,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
18,22,102300,25000,5,725,0,19,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
61,61,32300,900,0,-1,350,48,31,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
61,71,32300,31400,0,-1,350,45,31,3,1,0,0,1,0,01500,37,Chatham & Lee Counties
61,44,32300,-19999,0,-1,350,11,31,3,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,54,109270,46670,4,1150,0,76,0,2,2,0,0,1,0,01500,37,Chatham & Lee Counties
54,43,109270,62600,4,1150,0,78,0,2,1,0,0,1,0,01500,37,Chatham & Lee Counties
117,117,69500,34900,23,2850,0,70,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
117,91,69500,34600,23,2850,0,71,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
65,66,13600,13600,101,8500,0,60,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
65,66,13600,0,101,8500,0,58,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
40,40,181000,107000,20,3050,0,58,0,1,2,0,0,1,0,01500,37,Chatham & Lee Counties
40,44,181000,74000,20,3050,0,59,0,1,1,0,0,1,0,01500,37,Chatham & Lee Counties
